entry_id,specimen_id,specimen_scale,source,title,authors,year,frm_h,frm_l,col_h,col_d,bm_h,bm_t,bbm_h,bbm_t,slb_d,slb_h,col_ext,bm_ext,bbm_ext,inf_type,inf_opn_type,inf_win_h,inf_win_v,inf_win_ph,inf_win_pv,inf_door_h,inf_door_v,inf_door_ph,inf_door_pv,inf_dp,inf_bnd_pat,inf_inff_intfc,inf_interface_bottom,inf_interface_left,inf_interface_top,inf_interface_right,inf_ul,inf_uh,inf_ut,inf_uhead_t,inf_ubed_t,col_cover,col_long_reinf_corner,col_long_reinf_top,col_long_reinf_mid,col_long_reinf_bot,col_trans_crit_top_distance,col_trans_crit_top_reinf,col_trans_crit_bot_distance,col_trans_crit_bot_reinf,col_trans_mid_reinf,bm_cover,bm_long_reinf_corner,bm_long_reinf_top,bm_long_reinf_mid,bm_long_reinf_bot,bm_trans_crit_left_distance,bm_trans_crit_left_reinf,bm_trans_crit_right_distance,bm_trans_crit_right_reinf,bm_trans_mid_reinf,bbm_cover,bbm_long_reinf_corner,bbm_long_reinf_top,bbm_long_reinf_mid,bbm_long_reinf_bot,bbm_trans_crit_left_distance,bbm_trans_crit_left_reinf,bbm_trans_crit_right_distance,bbm_trans_crit_right_reinf,bbm_trans_mid_reinf,slb_cover,slb_top_l_reinf,slb_top_d_reinf,slb_bot_l_reinf,slb_bot_d_reinf,fc,Ec,conc_prop_day,conc_density,fy,fu,Ey,stl_density,inf_unit_density,inf_mortar_density,inf_unit_compressive_strength_length,inf_unit_compressive_strength_height,inf_unit_compressive_strength_width,inf_mortar_type,inf_mortar_compressive_strength,inf_assembly_compressive_strength_height,inf_assembly_compressive_strength_diagonal,inp_loading_protocol,inp_cyclic_number_of_cycles,inp_cyclic_repetition,inp_cyclic_protocol,inp_column_vertical_load,inp_beam_vertical_load,oop_loading_protocol,oop_cyclic_number_of_cycles,oop_cyclic_repetition,oop_cyclic_protocol,oop_column_vertical_load,oop_beam_vertical_load,glb_initial_stiffness,glb_peak_lateral_load,glb_drift_at_peak_lateral_load,glb_peak_lateral_drift,glb_load_at_peak_lateral_drift,glb_energy_dissipation,glb_failure_mode,lcl_crack_pattern,lcl_failure_mechanism,lcl_damage_progression,lcl_strain_distribution,retrofit_techniques,comments
10,2a,1,https://hdl.handle.net/2142/14210,Behavior of Reinforced Concrete Frames With Masonry Infills,"Richard Angel, Daniel Abrams, Daniel Shapiro, Joe Uzarski, Mark Webster",1994,1930.4,3048.0,304.8,304.8,304.8,254.0,457.2,609.6,762,101.6,304.8,304.8,304.8,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,running,mortar_bond,10.0,10.0,10.0,10.0,201.6,57.3,47.6,10.0,10.0,25.4,4#22.225,1#22.225,2#22.225,1#22.225,457.2,#9.525@63.5,457.2,#9.525@63.5,#9.525@101.6,25.4,4#15.875,2#15.875,0#0,2#15.875,635,#9.525@63.5,635,#9.525@63.5,#9.525@133.35,25.4,4#22.225,5#22.225,0#0,5#22.225,0.0,0#0@0,0.0,0#0@0,#22.25@121.92,25.4,#9.525@76.2,#9.525@304.8,0#0@0,0#0@0,55.2,0.0,0.0,0.0,457.8,700.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Type N,8.27,10.86,0.0,cyclic,3,increasing,custom,224.2,0.0,none,0,none,none,0.0,0.0,46940.0,187.2,0.003,0.003,187.2,0.0,"Separation of infill from confining frame followed by diagonal tension cracking. Initial separation occurred at top boundary and propagated downward. Small diagonal cracks formed in center-upper region at first cracking, followed by larger diagonal cracks at higher drift levels with redistribution of internal forces. Surrounding frame remained essentially elastic throughout all loading cycles.","Clay brick infill developed diagonal cracks at locations of maximum applied stress, independent of masonry unit boundaries. Diagonal crack pattern formed in center-upper portion, progressively extending with increased loading cycles. Final crack pattern included both extension of existing cracks and formation of new diagonal cracks.","Tensile stress-induced separation at frame-infill interface initiated failure mechanism, followed by diagonal tension cracking through masonry units. Post-cracking strength developed due to confinement provided by surrounding frame with load redistribution continuing until frame became primary load-resisting element.","Progressive damage initiated with small separation at top beam-infill interface, followed by complete boundary separation at first cracking drift. Diagonal cracks formed and propagated with each loading cycle. Mortar at frame-infill boundary became partially dislodged with visible gaps forming. Lateral stiffness degraded progressively with each loading cycle after initial cracking.",none,none,none
11,3a,1,https://hdl.handle.net/2142/14210,Behavior of Reinforced Concrete Frames With Masonry Infills,"Richard Angel, Daniel Abrams, Daniel Shapiro, Joe Uzarski, Mark Webster",1994,1930.4,3048.0,304.8,304.8,304.8,254.0,457.2,609.6,762,101.6,304.8,304.8,304.8,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,running,mortar_bond,10.0,10.0,10.0,10.0,201.6,57.3,47.6,10.0,10.0,25.4,4#22.225,1#22.225,2#22.225,1#22.225,457.2,#9.525@63.5,457.2,#9.525@63.5,#9.525@101.6,25.4,4#15.875,2#15.875,0#0,2#15.875,635,#9.525@63.5,635,#9.525@63.5,#9.525@133.35,25.4,4#22.225,5#22.225,0#0,5#22.225,0.0,0#0@0,0.0,0#0@0,#22.25@121.92,25.4,#9.525@76.2,#9.525@304.8,0#0@0,0#0@0,55.2,0.0,0.0,0.0,457.8,700.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lime Mortar,6.21,10.13,0.0,cyclic,3,increasing,custom,224.2,0.0,none,0,none,none,0.0,0.0,47640.0,155.7,0.002,0.002,155.7,0.0,Separation of infill from frame followed by diagonal tension cracking. Weaker lime mortar resulted in substantially lower strength and earlier cracking compared to cement-based mortar. Behavior governed by weaker mortar properties with maximum shear capacity approximately half that of stronger mortar specimens.,Clay brick infill developed diagonal cracks at maximum stress locations independent of unit size. Crack initiation occurred at lower drift than cement mortar specimen due to weaker lime mortar bond. Progressive diagonal cracking pattern similar to stronger mortar specimens but at significantly reduced load levels.,Frame-infill separation followed by diagonal tension failure through masonry. Weaker lime mortar composition resulted in lower shear strength and earlier cracking compared to cement-based mortar. Post-cracking behavior showed continued load capacity increase through frame confinement effects.,Initial separation at frame-infill interface occurred at reduced load levels compared to cement mortar. Diagonal cracks formed at first cracking drift and extended progressively with cycling. More pronounced stiffness degradation due to weaker mortar. Boundary mortar dislodgement and gap formation between infill and frame with progressive damage accumulation.,none,none,none
12,4a,1,https://hdl.handle.net/2142/14210,Behavior of Reinforced Concrete Frames With Masonry Infills,"Richard Angel, Daniel Abrams, Daniel Shapiro, Joe Uzarski, Mark Webster",1994,1930.4,3048.0,304.8,304.8,304.8,254.0,457.2,609.6,762,101.6,304.8,304.8,304.8,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.05,running,mortar_bond,10.0,10.0,10.0,10.0,394.7,192.0,92.1,10.0,10.0,25.4,4#22.225,1#22.225,2#22.225,1#22.225,457.2,#9.525@63.5,457.2,#9.525@63.5,#9.525@101.6,25.4,4#15.875,2#15.875,0#0,2#15.875,635,#9.525@63.5,635,#9.525@63.5,#9.525@133.35,25.4,4#22.225,5#22.225,0#0,5#22.225,0.0,0#0@0,0.0,0#0@0,#22.25@121.92,25.4,#9.525@76.2,#9.525@304.8,0#0@0,0#0@0,55.2,0.0,0.0,0.0,457.8,700.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Type N,8.27,24.28,0.0,cyclic,3,increasing,custom,224.2,0.0,none,0,none,none,0.0,0.0,68310.0,118,0.000625,0.000625,118,0.0,Concrete block infill exhibited separation from frame followed by cracking along mortar bed and head joints. Cracking occurred at lowest drift ratio among tested specimens. Higher initial stiffness due to larger masonry unit size and higher compressive strength led to earlier crack initiation.,"Concrete masonry infill crack pattern followed bed and head joint configuration, distinct from clay brick specimens where cracks formed diagonally through units at maximum stress locations. Joint-oriented cracking pattern typical of concrete masonry unit construction with larger unit dimensions.",Separation at frame-infill boundary followed by joint-oriented cracking through mortar. Higher compressive strength resulted in stiffer initial response but cracking confined to mortar joints. Larger masonry unit size required greater force to initiate cracking despite similar bedded area to clay brick specimens.,"Initial separation occurred at very low drift levels due to high initial stiffness. Progressive cracking developed along mortar joints with each loading cycle. Frame-infill boundary mortar dislodgement with visible gap formation at interface. Stiffness degradation with cycling, though higher absolute stiffness maintained due to concrete block material properties.",none,none,none
13,5a,1,https://hdl.handle.net/2142/14210,Behavior of Reinforced Concrete Frames With Masonry Infills,"Richard Angel, Daniel Abrams, Daniel Shapiro, Joe Uzarski, Mark Webster",1994,1930.4,3048.0,304.8,304.8,304.8,254.0,457.2,609.6,762,101.6,304.8,304.8,304.8,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.45,running,mortar_bond,10.0,10.0,10.0,10.0,394.7,192.0,142.9,10.0,10.0,25.4,4#22.225,1#22.225,2#22.225,1#22.225,457.2,#9.525@63.5,457.2,#9.525@63.5,#9.525@101.6,25.4,4#15.875,2#15.875,0#0,2#15.875,635,#9.525@63.5,635,#9.525@63.5,#9.525@133.35,25.4,4#22.225,5#22.225,0#0,5#22.225,0.0,0#0@0,0.0,0#0@0,#22.25@121.92,25.4,#9.525@76.2,#9.525@304.8,0#0@0,0#0@0,55.2,0.0,0.0,0.0,457.8,700.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Type N,8.27,21.46,0.0,cyclic,3,increasing,custom,224.2,0.0,none,0,none,none,0.0,0.0,219980.0,160.1,0.00056,0.00056,160.1,0.0,"Thickest concrete block specimen with lowest slenderness ratio exhibited separation from frame followed by bed and head joint cracking. Initial cracking occurred at very low drift level. High compressive strength and low slenderness ratio resulted in stiff, strong response with highest lateral capacity among tested specimens.",Concrete masonry crack pattern followed bed and head joint configuration. Thick infill with low slenderness ratio showed joint-oriented cracking pattern typical of concrete masonry unit construction. Standard concrete block widths influenced overall cracking pattern development.,Frame-infill separation followed by mortar joint cracking. Highest peak shear stress among all tested specimens due to combination of high compressive strength and thick section providing substantial shear resistance. Significant post-cracking strength development enabled through frame confinement effects.,"Cracking initiated at lowest drift level among all specimens due to high initial stiffness. Progressive joint-oriented crack development with cyclic loading. Boundary separation and mortar dislodgement occurred similarly to other specimens. Despite high initial stiffness, degradation pattern followed similar trends with gap formation at frame-infill interface.",none,none,none
14,6a,1,https://hdl.handle.net/2142/14210,Behavior of Reinforced Concrete Frames With Masonry Infills,"Richard Angel, Daniel Abrams, Daniel Shapiro, Joe Uzarski, Mark Webster",1994,1930.4,3048.0,304.8,304.8,304.8,254.0,457.2,609.6,762,101.6,304.8,304.8,304.8,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2,running,mortar_bond,0.0,0.0,0.0,0.0,201.6,57.3,98.4,10.0,10.0,25.4,4#22.225,1#22.225,2#22.225,1#22.225,457.2,#9.525@63.5,457.2,#9.525@63.5,#9.525@101.6,25.4,4#15.875,2#15.875,0#0,2#15.875,635,#9.525@63.5,635,#9.525@63.5,#9.525@133.35,25.4,4#22.225,5#22.225,0#0,5#22.225,0.0,0#0@0,0.0,0#0@0,#22.25@121.92,25.4,#9.525@76.2,#9.525@304.8,0#0@0,0#0@0,55.2,0.0,0.0,0.0,457.8,700.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lime Mortar,6.21,4.58,0.0,cyclic,3,increasing,custom,224.2,0.0,none,0,none,none,0.0,0.0,38180.0,142.3,0.0022,0.0022,142.3,0.0,Brick infill with lime mortar and increased thickness exhibited lowest shear strength among all tested specimens. Frame-infill separation followed by diagonal cracking. Very low compressive strength and weak lime mortar governed behavior with minimal lateral load capacity despite increased thickness.,"Clay brick developed diagonal cracks at maximum stress locations, pattern independent of masonry unit size. Low strength lime mortar and very low compressive strength resulted in earlier and more extensive cracking compared to all other specimens. Progressive diagonal crack propagation with successive loading cycles.",Lowest shear capacity among all tested specimens. Weak lime mortar composition combined with very low compressive strength resulted in brittle response. Increased thickness could not compensate for poor material properties. Frame confinement provided only limited post-cracking strength enhancement due to weak materials.,Initial separation at frame-infill interface occurred at low load levels. Rapid diagonal crack formation and propagation due to combination of weak mortar and low masonry strength. Severe boundary degradation with extensive mortar dislodgement. Large gaps formed between frame and infill with significant progressive stiffness degradation.,none,none,none
15,7a,1,https://hdl.handle.net/2142/14210,Behavior of Reinforced Concrete Frames With Masonry Infills,"Richard Angel, Daniel Abrams, Daniel Shapiro, Joe Uzarski, Mark Webster",1994,1930.4,3048.0,304.8,304.8,304.8,254.0,457.2,609.6,762,101.6,304.8,304.8,304.8,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2,running,mortar_bond,0.0,0.0,0.0,0.0,201.6,57.3,98.4,10.0,10.0,25.4,4#22.225,1#22.225,2#22.225,1#22.225,457.2,#9.525@63.5,457.2,#9.525@63.5,#9.525@101.6,25.4,4#15.875,2#15.875,0#0,2#15.875,635,#9.525@63.5,635,#9.525@63.5,#9.525@133.35,25.4,4#22.225,5#22.225,0#0,5#22.225,0.0,0#0@0,0.0,0#0@0,#22.25@121.92,25.4,#9.525@76.2,#9.525@304.8,0#0@0,0#0@0,55.2,0.0,0.0,0.0,457.8,700.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Type N,8.27,11.0,0.0,cyclic,3,increasing,custom,224.2,0.0,none,0,none,none,0.0,0.0,89150.0,266.9,0.0023,0.0023,266.9,0.0,Brick infill with cement-based mortar and increased thickness showed separation from frame followed by diagonal cracking. Moderate compressive strength provided good lateral resistance. Behavior clearly demonstrated performance advantage of cement-based mortar over lime mortar for similar thickness configurations.,"Clay brick diagonal cracking occurred at locations of maximum applied stress, independent of masonry unit size. Crack pattern similar to thinner brick specimens but with increased thickness providing additional resistance before failure. Progressive diagonal crack development with well-distributed cracking pattern across infill surface.","Cement-based mortar composition provided significantly higher shear strength than comparable lime mortar specimens. Frame confinement enabled substantial post-cracking strength development. Shear strength clearly affected by mortar type, with cement-based mortar reaching approximately fifty percent higher stress levels than lime mortar specimens of similar thickness.",Initial frame-infill boundary separation followed by diagonal crack formation at first cracking drift. Progressive crack extension and widening with cyclic loading. Boundary mortar partial dislodgement with gap formation at frame-infill interface. Gradual stiffness degradation with each loading cycle while maintaining substantial load-carrying capacity through frame confinement.,none,none,none
16,8a,1,https://hdl.handle.net/2142/14210,Behavior of Reinforced Concrete Frames With Masonry Infills,"Richard Angel, Daniel Abrams, Daniel Shapiro, Joe Uzarski, Mark Webster",1994,1930.4,3048.0,304.8,304.8,304.8,254.0,457.2,609.6,762,101.6,304.8,304.8,304.8,two_wythe,one,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2,running,mortar_bond,0.0,0.0,0.0,0.0,201.6,57.3,98.4,10.0,10.0,25.4,4#22.225,1#22.225,2#22.225,1#22.225,457.2,#9.525@63.5,457.2,#9.525@63.5,#9.525@101.6,25.4,4#15.875,2#15.875,0#0,2#15.875,635,#9.525@63.5,635,#9.525@63.5,#9.525@133.35,25.4,4#22.225,5#22.225,0#0,5#22.225,0.0,0#0@0,0.0,0#0@0,#22.25@121.92,25.4,#9.525@76.2,#9.525@304.8,0#0@0,0#0@0,55.2,0.0,0.0,0.0,457.8,700.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lime Mortar,6.21,3.5,0.0,cyclic,3,increasing,custom,224.2,0.0,none,0,none,none,0.0,0.0,45010.0,224.6,0.0035,0.0035,224.6,0.0,"Thickest brick specimen with lowest slenderness ratio using lime mortar showed separation followed by diagonal cracking at highest drift level among specimens. Very low compressive strength and weak lime mortar resulted in lowest overall strength despite substantially thick section, demonstrating that thickness alone cannot compensate for poor material properties.","Double-wythe brick infill construction developed diagonal cracks at maximum stress locations. Substantially thick section provided some resistance but weak lime mortar severely limited effectiveness. Crack pattern independent of unit size, following principal stress trajectories through weakest material paths.",Lowest shear strength at cracking among all specimens despite being thickest. Weak lime mortar and lowest compressive strength resulted in minimal lateral resistance. Thick section could not overcome poor material quality. Frame confinement provided only limited strength enhancement due to fundamental material weaknesses.,Highest cracking drift among specimens indicating flexibility of thick but weak infill. Initial boundary separation followed by extensive diagonal cracking. Progressive damage with extensive crack development throughout panel. Severe mortar dislodgement at frame-infill boundary with large gap formation. Significant stiffness degradation despite thick section attributable to weak lime mortar and very low compressive strength.,none,none,add second wythe
17,SP7,0.3333333333333333,https://academicjournals.org/journal/IJPS/article-full-text-pdf/0393C4F32397,Analytical and experimental studies on infilled RC frames,"Mehmet Baran, Tugce Sevil",2010,900.0,1500.0,100.0,150.0,150.0,150.0,400.0,450.0,0.0,0.0,0.0,0.0,225,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,running,mortar_bond,2,2,2,2,85.0,90.0,69.0,2,2,7,4#8,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,#4@100,7,4#8,1#8,0#0,1#8,0.0,0#0@0,0.0,0#0@0,#4@100,7,4#8,2#8,4#8,2#8,0.0,0#0@0,0.0,0#0@0,#4@100,0.0,0#0@0,0#0@0,0#0@0,0#0@0,15.6,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ordinary,6.1,0.0,0.0,cyclic,1,increasing,custom,53.4,0.0,none,0,none,none,0.0,0.0,95800.0,86.6,0.0036,0.068,25,5.7,none,none,none,none,none,Plaster,1. Different cycling loading. 2.  continuous column longitudinal bars
18,SP8,0.3333333333333333,https://academicjournals.org/journal/IJPS/article-full-text-pdf/0393C4F32397,Analytical and experimental studies on infilled RC frames,"Mehmet Baran, Tugce Sevil",2010,900.0,1500.0,100.0,150.0,150.0,150.0,400.0,450.0,0.0,0.0,0.0,0.0,225,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,running,mortar_bond,2,2,2,2,85.0,90.0,69.0,2,2,7,4#8,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,#4@100,7,4#8,1#8,0#0,1#8,0.0,0#0@0,0.0,0#0@0,#4@100,7,4#8,2#8,4#8,2#8,0.0,0#0@0,0.0,0#0@0,#4@100,0.0,0#0@0,0#0@0,0#0@0,0#0@0,10.7,0.0,0.0,0.0,405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ordinary,5.2,0.0,0.0,cyclic,1,increasing,custom,53.4,0.0,none,0,none,none,0.0,0.0,59400.0,62.3,0.0065,0.068,25,6.0,none,none,none,none,none,Plaster,1. Different cycling loading. 2. lap splices
19,SP9,0.3333333333333333,https://academicjournals.org/journal/IJPS/article-full-text-pdf/0393C4F32397,Analytical and experimental studies on infilled RC frames,"Mehmet Baran, Tugce Sevil",2010,900.0,1500.0,100.0,150.0,150.0,150.0,400.0,450.0,0.0,0.0,0.0,0.0,225,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,running,mortar_bond,2,2,2,2,85.0,90.0,69.0,2,2,7,4#8,0#0,0#0,0#0,0.0,0#0@0,0.0,0#0@0,#4@100,7,4#8,1#8,0#0,1#8,0.0,0#0@0,0.0,0#0@0,#4@100,7,4#8,2#8,4#8,2#8,0.0,0#0@0,0.0,0#0@0,#4@100,0.0,0#0@0,0#0@0,0#0@0,0#0@0,10.7,0.0,0.0,0.0,405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ordinary,5.2,0.0,0.0,cyclic,1,increasing,custom,53.4,0.0,none,0,none,none,0.0,0.0,59.9,65.5,0.0053,0.068,25,8.6,none,none,none,none,none,Plaster,1. Different cycling loading. 2. lap splices
20,DB,0.5,http://dx.doi.org/10.1016/j.engstruct.2015.12.034,Behavior and failure mechanisms of masonry-infilled RC frames (in low-rise buildings) subject to lateral loading,"Syed Humayun Basha, Hemant B. Kaushik",2015,1675.0,1850.0,175.0,115.0,175.0,115.0,400,265,800.0,100,300,300,675,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4#12,1#8,0#0,1#8,540,2#6@90,540,2#6@90,2#6@110,15,4#10,1#8,0#0,0#0,540,#6@90,540,#6@90,#6@120,15,4#10,1#10,0#0,1#10,0.0,0#0@0,0.0,0#0@0,2#6@110,15,#8@175,#8@120,#8@175,#8@240,22.4,23.7,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,cyclic,3,increasing,custom,0.0,0.0,none,0,none,none,0.0,0.0,4000.0,44,0.02,0.0431,35,43.9,The ductile bare frame failed due to flexural mechanism in columns,Flexural cracks initiated at 0.62% drift (24 kN) near beam-column joint,Flexural failure of columns,"Cracks developed, flexural cracks initiated, eventually leading to column failure",none,none,1. Need manual change column corner top bars to 8 mm. 2. The mid section of beam do not have the extra top 8mm long. rebar.
21,NDB,0.5,http://dx.doi.org/10.1016/j.engstruct.2015.12.034,Behavior and failure mechanisms of masonry-infilled RC frames (in low-rise buildings) subject to lateral loading,"Syed Humayun Basha, Hemant B. Kaushik",2015,1675.0,1850.0,175.0,115.0,175.0,115.0,400,265,800.0,100,300,300,675,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4#12,1#8,0#0,1#8,0.0,0#0@0,0.0,0#0@0,2#6@110,15,4#10,1#8,0#0,0#0,0.0,0#0@0,0.0,0#0@0,#6@120,15,4#10,1#10,0#0,1#10,0.0,0#0@0,0.0,0#0@0,2#6@110,15,#8@175,#8@120,#8@175,#8@240,22.4,23.7,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,cyclic,3,increasing,custom,0.0,0.0,none,0,none,none,0.0,0.0,3200.0,33,0.02,0.0462,31,32.1,The ductile bare frame failed due to flexural mechanism in columns,flexural cracks initiated at a drift of 0.46% and lateral load of 15 kN,Flexural failure of columns,"Cracks developed, flexural cracks initiated, eventually leading to column failure",none,none,1. Need manual change column corner top bars to 8 mm. 2. The mid section of beam do not have the extra top 8mm long. rebar.
22,DFS,0.5,http://dx.doi.org/10.1016/j.engstruct.2015.12.034,Behavior and failure mechanisms of masonry-infilled RC frames (in low-rise buildings) subject to lateral loading,"Syed Humayun Basha, Hemant B. Kaushik",2015,1675.0,1850.0,175.0,115.0,175.0,115.0,400,265,800.0,100,300,300,675,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,running,mortar_bond,10,10,10,10,230.0,75.0,110.0,10.0,10.0,15.0,4#12,1#8,0#0,1#8,540,2#6@90,540,2#6@90,2#6@110,15,4#10,1#8,0#0,0#0,540,#6@90,540,#6@90,#6@120,15,4#10,1#10,0#0,1#10,0.0,0#0@0,0.0,0#0@0,2#6@110,15,#8@175,#8@120,#8@175,#8@240,22.4,23.7,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cement:sand = 1:4,17.3,3.9,0.14,cyclic,3,increasing,custom,0.0,0.0,none,0,none,none,0.0,0.0,28600.0,71,0.0091,0.0462,48,64.3,shear failure of columns,"Cracks formed initially in infill, and with increasing lateral drift, cracks propagated into frame members, bed joint sliding cracks near the mid-height of the panel were connected by diagonal stepped cracks","The test was terminated at a drift level of 4.62% (−39 kN, 47 kN) non-ductile infilled frames (Specimens 3), when crushing or spalling of concrete along the diagonal shear cracks and buckling of longitudinal reinforcement was observed in both the columns",none,none,none,1. Need manual change column corner top bars to 8 mm. 2. The mid section of beam do not have the extra top 8mm long. rebar.
23,NDFS,0.5,http://dx.doi.org/10.1016/j.engstruct.2015.12.034,Behavior and failure mechanisms of masonry-infilled RC frames (in low-rise buildings) subject to lateral loading,"Syed Humayun Basha, Hemant B. Kaushik",2015,1675.0,1850.0,175.0,115.0,175.0,115.0,400,265,800.0,100,300,300,675,one_wythe,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,running,mortar_bond,10,10,10,10,230.0,75.0,110.0,10.0,10.0,15.0,4#12,1#8,0#0,1#8,0.0,0#0@0,0.0,0#0@0,2#6@110,15,4#10,1#8,0#0,0#0,0.0,0#0@0,0.0,0#0@0,#6@120,15,4#10,1#10,0#0,1#10,0.0,0#0@0,0.0,0#0@0,2#6@110,15,#8@175,#8@120,#8@175,#8@240,22.4,23.7,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cement:sand = 1:4,17.3,3.9,0.14,cyclic,3,increasing,custom,0.0,0.0,none,0,none,none,0.0,0.0,29200.0,85,0.0085,0.0369,43,51.9,diagonal-tension-corner-crushing,"Bed joint sliding cracks initiated at 0.31% drift at 61 kN and 75 kN, located 3 courses above and below mid-height of panel. Diagonal stepped cracks joined the sliding cracks. Diagonal shear cracks in columns at 0.46% drift at 69 kN. Captive column effect created due to cracks away from mid-height. Few cracks in beams.","Shear failure of columns. Formation of bed joint sliding cracks away from mid-height created captive column effect by decreasing effective column length. Entire inter-story drift concentrated in free column length, increasing chord rotation demand. Diagonal shear cracks formed at 45 degrees due to diagonal strut action.",Bed joint sliding cracks 3 courses from mid-height at 0.31% drift. Diagonal shear cracks in columns at 0.46% drift due to captive column effect. Widening of diagonal shear cracks at 2.46% drift. Opening of 90-degree hooks with buckling of longitudinal reinforcement at 3.38% drift. Crushing of concrete along diagonal shear cracks at 3.69% drift termination.,Strain analysis showed shear cracks formed before first yielding of column reinforcing bars. Widening of shear cracks occurred before yielding and buckling of reinforcement. Buckling of longitudinal reinforcement at 3.38% drift in spalled concrete regions near column ends.,Not applicable - specimen was later retrofitted as Specimen 6.,1. Need manual change column corner top bars to 8 mm. 2. The mid section of beam do not have the extra top 8mm long. rebar.
